悪衣悪食, あくいあくしょく, 衣服や食べ物が粗末であること
革命無罪, かくめいむざい, 「革命に罪はない」を意味する中国語。 「造反有理」と並び、中国の文化大革命で紅衛兵が連呼したスローガン
加減乗除, かげんじょうじょ, 加算（足し算）、減算（引き算）、乗算（掛け算）、除算（割り算）の総称。四則演算
嘉言善行, かげんぜんこう, 教訓となるような、的確な言葉と立派な行動のこと
歌功頌徳, かこうしょうとく, 他人の功績や人徳を褒め称えて歌うこと。 「功こうを歌い徳を頌たたう」と訓読する
花紅柳緑, かこうりゅうりょく, 美しい景色の形容
河山帯礪, かざんたいれい, 永遠に変わらない固い誓い。 または、国が永く栄えることの喩え
花枝招展, かししょうてん, 花の枝が風に揺れ動いて美しい様子。転じて、華やかに着飾っている女性の喩え
寡二少双, かじしょうそう, 匹敵する者がいないほど優れていること。二人といないこと
佳人薄命, かじんはくめい, 美しい女性は数奇な運命にあって、不幸になりがちであるという意味
活殺自在, かっさつじざい, 生かすも殺すも、こちらの思いのままであること。 自分の思いどおりに相手を動かすこと
勝手気儘, かってきまま, 他人のことは気にせず、自分の思うままに行動すること
刮目相待, かつもくそうたい, 男子は三日も鍛錬すれば驚くほど成長するものだという意味。 「刮目」は、目を見開いてよく見ること
寡頭政治, かとうせいじ, 特定の少数の人々が権力を握って行う独裁的な政治。君主制や独裁制のほか共和制や民主制でも存在する
家徒四壁, かとしへき, 極めて貧しいことの喩え。 家の中に家財がなく、ただ四方に壁だけが立っているという意味
河図洛書, かとらくしょ, 古代中国の伝説で、黄河と洛水からそれぞれ出現したといわれる神秘的な図で、天地の法則を示しているとされる
禍福無門, かふくむもん, 災難や幸福はその人自身が呼び寄せるものだということ
寡聞少見, かぶんしょうけん, 知識や経験が少ないこと。または世間知らずな人の喩え
下陵上替, かりょうじょうたい, 下克上げこくじょうが行われている世の中。 上の者の力が衰え、下の者が上を凌ぐ意味
夏炉冬扇, かろとうせん, 夏の火鉢と冬の扇子のように、時期が合っていないために役に立たないもののこと
観感興起, かんかんこうき, 実際に目で見て、それに感動して奮い立つこと。 「観感」は、感動すること
感慨無量, かんがいむりょう, 計り知れないほど感慨が深いこと。 「感無量」という言葉はこれを略したもの
緩急自在, かんきゅうじざい, 物事を自由自在に操ること。 状況に応じて早くしたり遅くしたり、緩めたり厳しくしたりと、思い通りに調整する様子
換骨羽化, かんこつうか, 羽が生えて仙人となること。 「換骨」は、中国の神仙術で、凡骨を換えて仙骨とすること
寛仁大度, かんじんたいど, 寛大で慈悲深く、度量の大きいこと。 「寛仁」は心が広くて情が厚いこと
閑人適意, かんじんてきい, 俗世間から離れて、のんびりと気の向くままに風流な生活をすること
冠前絶後, かんぜんぜつご, 群を抜いて優れていること、また非常に珍しいことの形容。 今までで最高であって、これからもないであろうという意味
完全燃焼, かんぜんねんしょう, 可燃物が、充分な酸素の供給のもとで燃え尽きること。 持っている力を完全に出しきることの喩え
完全無欠, かんぜんむけつ, 欠点や不足がまったくなく、非の打ち所がないこと。申し分がないこと
簡素清貧, かんそせいひん, 質素で、貧しいながらも心清らかであること。 「簡素」は、簡略で質素なこと
管中窺天, かんちゅうきてん, 見識や視野が極めて狭いことの喩え。 細い管を覗いて天を見るという意味
管仲随馬, かんちゅうずいば, 先人の知恵や経験を尊重することの喩え。 古代中国
歓天喜地, かんてんきち, 大喜びすること。 然るについ両三日前に至って、美学研究の際不図その理由を発見したので多年の疑団は一度に氷解
旱天慈雨, かんてんじう, 日照り続きのときに降る恵みの雨。 困っているときに、タイミングよく差し伸べられる救いの手
撼天動地, かんてんどうち, 天地を揺るがすほどの活躍、活動のこと。人々を驚かす大きな出来事の喩え
勧百諷一, かんぴゃくふういつ, 利益になることが少なく、損害のほうが多いこと。特に悪影響を与える事が多い言葉や文章のこと
間不容髪, かんふようはつ, 非常に差し迫った様子。 髪の毛一本を入れる隙間もないという意味
感奮興起, かんぷんこうき, 物事に深く感動して心が奮い立つこと。 「感奮」と「興起」はどちらも、心を揺り動かされて奮い立つことを意味する
閑話休題, かんわきゅうだい, 横道にそれた話を本題に戻すときに接続詞的に使う言葉。主に文章で用いる
外寛内明, がいかんないめい, 外部に対しては寛大、寛容に接し、自分自身はよく省みて身を慎むこと。 リーダーの心構え
外柔内剛, がいじゅうないごう, 表面は穏やかで優しそうだが、実際は何事にも左右されない強い意志を持っていること
雅人深致, がじんしんち, 俗世間から遠く離れた風流な人が持つ深い趣のこと
画蛇添足, がだてんそく, 余計なものを付け足した結果、台無しになってしまうこと。蛇足
合従連衡, がっしょうれんこう, そのときの利害に応じて、結びついたり離れたりする政策
眼光紙背, がんこうしはい, 読解力が優れていることの喩え
含笑入地, がんしょうにゅうち, 笑いながら悠々と死んで土に還っていくという意味で、思い残すことなく安らかに死ぬこと
顔面蒼白, がんめんそうはく, 精神的な動揺や困惑などによって顔が真っ青になること。血の気の引いた状態を表す
